time_period,pij_lndu_croplands_to_croplands,pij_lndu_croplands_to_flooded,pij_lndu_croplands_to_forests_mangroves,pij_lndu_croplands_to_forests_primary,pij_lndu_croplands_to_forests_secondary,pij_lndu_croplands_to_grasslands,pij_lndu_croplands_to_other,pij_lndu_croplands_to_pastures,pij_lndu_croplands_to_settlements,pij_lndu_croplands_to_shrublands,pij_lndu_croplands_to_wetlands,pij_lndu_flooded_to_croplands,pij_lndu_flooded_to_flooded,pij_lndu_flooded_to_forests_mangroves,pij_lndu_flooded_to_forests_primary,pij_lndu_flooded_to_forests_secondary,pij_lndu_flooded_to_grasslands,pij_lndu_flooded_to_other,pij_lndu_flooded_to_pastures,pij_lndu_flooded_to_settlements,pij_lndu_flooded_to_shrublands,pij_lndu_flooded_to_wetlands,pij_lndu_forests_mangroves_to_croplands,pij_lndu_forests_mangroves_to_flooded,pij_lndu_forests_mangroves_to_forests_mangroves,pij_lndu_forests_mangroves_to_forests_primary,pij_lndu_forests_mangroves_to_forests_secondary,pij_lndu_forests_mangroves_to_grasslands,pij_lndu_forests_mangroves_to_other,pij_lndu_forests_mangroves_to_pastures,pij_lndu_forests_mangroves_to_settlements,pij_lndu_forests_mangroves_to_shrublands,pij_lndu_forests_mangroves_to_wetlands,pij_lndu_forests_primary_to_croplands,pij_lndu_forests_primary_to_flooded,pij_lndu_forests_primary_to_forests_mangroves,pij_lndu_forests_primary_to_forests_primary,pij_lndu_forests_primary_to_forests_secondary,pij_lndu_forests_primary_to_grasslands,pij_lndu_forests_primary_to_other,pij_lndu_forests_primary_to_pastures,pij_lndu_forests_primary_to_settlements,pij_lndu_forests_primary_to_shrublands,pij_lndu_forests_primary_to_wetlands,pij_lndu_forests_secondary_to_croplands,pij_lndu_forests_secondary_to_flooded,pij_lndu_forests_secondary_to_forests_mangroves,pij_lndu_forests_secondary_to_forests_primary,pij_lndu_forests_secondary_to_forests_secondary,pij_lndu_forests_secondary_to_grasslands,pij_lndu_forests_secondary_to_other,pij_lndu_forests_secondary_to_pastures,pij_lndu_forests_secondary_to_settlements,pij_lndu_forests_secondary_to_shrublands,pij_lndu_forests_secondary_to_wetlands,pij_lndu_grasslands_to_croplands,pij_lndu_grasslands_to_flooded,pij_lndu_grasslands_to_forests_mangroves,pij_lndu_grasslands_to_forests_primary,pij_lndu_grasslands_to_forests_secondary,pij_lndu_grasslands_to_grasslands,pij_lndu_grasslands_to_other,pij_lndu_grasslands_to_pastures,pij_lndu_grasslands_to_settlements,pij_lndu_grasslands_to_shrublands,pij_lndu_grasslands_to_wetlands,pij_lndu_other_to_croplands,pij_lndu_other_to_flooded,pij_lndu_other_to_forests_mangroves,pij_lndu_other_to_forests_primary,pij_lndu_other_to_forests_secondary,pij_lndu_other_to_grasslands,pij_lndu_other_to_other,pij_lndu_other_to_pastures,pij_lndu_other_to_settlements,pij_lndu_other_to_shrublands,pij_lndu_other_to_wetlands,pij_lndu_pastures_to_croplands,pij_lndu_pastures_to_flooded,pij_lndu_pastures_to_forests_mangroves,pij_lndu_pastures_to_forests_primary,pij_lndu_pastures_to_forests_secondary,pij_lndu_pastures_to_grasslands,pij_lndu_pastures_to_other,pij_lndu_pastures_to_pastures,pij_lndu_pastures_to_settlements,pij_lndu_pastures_to_shrublands,pij_lndu_pastures_to_wetlands,pij_lndu_settlements_to_croplands,pij_lndu_settlements_to_flooded,pij_lndu_settlements_to_forests_mangroves,pij_lndu_settlements_to_forests_primary,pij_lndu_settlements_to_forests_secondary,pij_lndu_settlements_to_grasslands,pij_lndu_settlements_to_other,pij_lndu_settlements_to_pastures,pij_lndu_settlements_to_settlements,pij_lndu_settlements_to_shrublands,pij_lndu_settlements_to_wetlands,pij_lndu_shrublands_to_croplands,pij_lndu_shrublands_to_flooded,pij_lndu_shrublands_to_forests_mangroves,pij_lndu_shrublands_to_forests_primary,pij_lndu_shrublands_to_forests_secondary,pij_lndu_shrublands_to_grasslands,pij_lndu_shrublands_to_other,pij_lndu_shrublands_to_pastures,pij_lndu_shrublands_to_settlements,pij_lndu_shrublands_to_shrublands,pij_lndu_shrublands_to_wetlands,pij_lndu_wetlands_to_croplands,pij_lndu_wetlands_to_flooded,pij_lndu_wetlands_to_forests_mangroves,pij_lndu_wetlands_to_forests_primary,pij_lndu_wetlands_to_forests_secondary,pij_lndu_wetlands_to_grasslands,pij_lndu_wetlands_to_other,pij_lndu_wetlands_to_pastures,pij_lndu_wetlands_to_settlements,pij_lndu_wetlands_to_shrublands,pij_lndu_wetlands_to_wetlands
10,0.9303053239517544,0.0002670361869,0.0,0.0,0.0461955578315641,0.0,0.0,0.0114819509715812,0.0010680477691634,0.0010681680342157,0.0096139152548208,0.0,0.8090199590887105,0.0,0.0,0.0223183776437164,3.953694978247349e-05,0.0017787563920986,0.000415048204681,0.000869593255288,0.000711552034352,0.1648471764313709,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2790417344636808e-05,0.0,0.9362644525437068,0.0,0.0,0.0002046317013942,0.0,0.0,0.0,0.0635181253375543,0.0003692338139358,0.002509921059105,0.0,0.0,0.9149011585306104,0.0,0.0002686574151316,0.004431619838582,0.0023070569222968,0.0010868217878035,0.0741255306325344,0.0,0.1500037919525322,0.0,0.0,0.0,0.2499747070936569,0.099996199423906,0.1000001628128441,0.0499963301571008,0.0,0.3500288085599597,0.0,0.0763672536898598,0.0,0.0,0.123527378779761,0.0017970331442321,0.356218139765627,0.0314488648414177,0.0107809041941382,0.0188673435564801,0.3809930820284838,0.0013156530532082,0.0007711984939443,0.0,0.0,0.0428174107132115,0.0001360930428759,0.0003629191650005,0.9065994399908128,0.0382659489448546,0.0053531635444792,0.0043781730516127,0.0001096183007614,0.0008768796268116,0.0,0.0,0.0199650232748436,0.0,0.0002348870068571,0.0258057477282048,0.9492027871891406,0.001487545672063,0.0023175112013176,0.000212980062222,0.0146940485973994,0.0,0.0,0.1475746750802787,0.0,0.0061758526227449,0.0672922302506644,0.0379051571274542,0.6199145134222349,0.106230542837001,0.0001037748022221,0.0368433365920739,0.0,0.0,0.1670568762080139,5.380976030390741e-05,0.0016885494617862,0.0008609324135007,0.0006148993460349,0.0011042918173959,0.7916735295986681
11,0.9289339971757836,0.0,0.0,0.0,0.0439154842484613,0.0,0.0,0.0154379242677477,0.0021293451884424,0.0,0.0095832491195648,1.9238482343582997e-05,0.7455079877713986,0.0,0.0,0.023001305389744,0.0001153971284428,0.0026157591236288,0.0007885466792411,0.0006538940987334,0.0005000705100626,0.2267978008164046,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.845322166499893e-05,0.0,0.9355588863407264,0.0,0.0,0.000243505024405,0.0,0.0,0.0,0.0641591554132037,0.0006453281434001,0.0039193891565891,0.0,0.0,0.8995531587697485,3.060560380591961e-05,0.0006039754748312,0.0153357366363567,0.0032451648735502,0.0012446231681891,0.0754220181735288,0.0,0.0,0.0,0.0,0.0,0.5517353412826125,0.1034352013887667,0.103435922193089,0.068960017980999,0.0,0.1724335171545327,0.0,0.0643281359085968,0.0,0.0,0.104857688036589,0.0052868627717437,0.3414430573449371,0.0343639107491989,0.0132172627398522,0.0185035159385923,0.4179995665104896,0.0009005359079671,0.0001575876573796,0.0,0.0,0.0294068436645121,6.75379817244724e-05,0.0001350754462141,0.918407824054226,0.0439900492884256,0.0014408196998857,0.0054937262996649,9.40070758341205e-05,0.0003289991955835,0.0,0.0,0.009541236760908,1.5666539881507395e-05,0.0002350004232444,0.0312400627562855,0.9542992858027024,0.0020993358576596,0.0021464055879005,0.0002427388284081,0.0089800278844677,0.0,0.0,0.0825187819973981,0.0,0.0021843377233717,0.1153703498244874,0.0288803397066819,0.6957255479306631,0.0660978761045216,5.8422798772351686e-05,0.0398424066580069,0.0,0.0,0.1415448096836938,3.505313438332172e-05,0.0018015716019345,0.001020466763265,0.0005279991621307,0.0007555805747155,0.8144136896230976
12,0.8884458043180267,0.0,0.0,0.0,0.0803784993216674,0.0,0.0,0.024359509307975,0.0005168917703472,0.0002584901595468,0.0060408051224366,5.8763339239377495e-05,0.8451959435629829,0.0,0.0,0.0146851271758476,0.0,0.003064541956183,0.0010969772187581,0.0005680159550844,0.0018757994859059,0.1334548313059985,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9332845516195194,0.0,0.0,0.0006673128769267,0.0,0.0,0.0,0.066048135503554,0.0024663006333027,0.0026464247076305,0.0,0.0,0.8992905595608709,0.0,0.0005484734601121,0.0176997967535873,0.0029915663505149,0.0017347570269594,0.0726221215070219,0.0,0.0357122783587556,0.0,0.0,0.0,0.2857055880243169,0.0178560363080168,0.0714285348207988,0.0535698103054814,0.0357154150112703,0.50001233717136,0.0,0.0929533048439297,0.0,0.0,0.0749612772608865,0.0029982266618422,0.3550166135967298,0.0247358559866705,0.0164907618343986,0.0277342656195341,0.4051096941960084,0.0023446559460437,0.0002930859977836,0.0,0.0,0.0435742217610292,0.0010550375049869,0.0004689205948508,0.9029476928758616,0.0392315947527202,0.0052553854844898,0.0048294050822339,0.0001080730172088,0.0003550924533547,0.0,0.0,0.0075189424009002,6.175785917420705e-05,0.0001543923838514,0.0319750603444271,0.9564830190840162,0.0017909245154112,0.0015527379416559,0.0017876912291668,0.0048526336076966,0.0,0.0,0.0771248449276828,0.0,0.0030647153795484,0.0950020178373695,0.0166001730749608,0.7387412064546519,0.062826717488923,0.0001704420400964,0.0490727306950323,0.0,0.0,0.1283865321334343,1.893822147741804e-05,0.0023311711337409,0.0015416063150565,0.0006476465850646,0.0014433869302856,0.8163875459458118
13,0.8168349468847421,0.0,0.0,0.0,0.1543765244786131,0.0,0.0,0.0248246918318898,0.0010430764943377,0.000834477902524,0.0020862824078932,0.0,0.8209466157792122,0.0,0.0,0.0102007321740584,1.737570010792553e-05,0.0023796526707626,0.0004344442552452,0.0002432725951913,0.0007298182806818,0.1650480885447403,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9506215457592524,0.0,0.0,0.0004300335868133,0.0,0.0,0.0,0.048948420653934,0.0013264675775305,0.0023390636519819,0.0,0.0,0.9240625188713398,8.654880934427533e-06,0.0004889664132264,0.0108139343812679,0.0023413645551627,0.001150486829899,0.057468542838657,0.0,0.0,0.0,0.0,0.0120481589203237,0.5783099631888228,0.1927739042859785,0.0120474822856822,0.1686736538181947,0.0,0.036146837500998,0.0,0.0990266204068754,0.0,0.0,0.0579197743994284,0.0006227856797581,0.453099092607607,0.0130795909243177,0.0155696128185649,0.0087191032847514,0.3519634198786966,0.001126990018476,0.0007801808276346,0.0,0.0,0.0429618690631951,0.0002600654840821,0.001040308703703,0.9119770474835136,0.0339301173424292,0.0046637058436655,0.0032597152333006,9.135495477931016e-05,0.0007308513693515,0.0,0.0,0.009348984484356,6.0910282467246816e-05,0.0003958789381313,0.0283365710882549,0.9591777641270512,0.0006395150055616,0.0012181697500467,0.0017314581608025,0.0101730136101743,0.0,0.0,0.0943374930052743,0.0004328845502009,0.0106055502402278,0.082896191955634,0.0158001702184605,0.7193090863198431,0.0647141519393822,0.0001419653952583,0.0361168337663761,0.0,0.0,0.1350864818637305,1.8991353112687587e-05,0.0030496631128401,0.0010294344441578,0.0005355743483251,0.0010645134080376,0.8229565423081615
14,0.8382661135857732,0.0,0.0,0.0,0.1302503008184728,0.0,0.0,0.0236999713819298,0.0010764208577415,0.0010762677499113,0.0056309256061712,5.1616639113013145e-05,0.7771471602559701,0.0,0.0,0.0100490479695843,8.600125382867105e-05,0.003661286519279,0.0011573230659014,0.0007052508157631,0.001897153234202,0.2052451602463582,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.921649931794024,0.0,0.0,0.0005452176958799,0.0,0.0,0.0,0.0778048505100962,0.0014539350218237,0.0033045433147273,0.0,0.0,0.9222749459528342,4.31912660312283e-06,0.0006421729471123,0.0143636174115741,0.0037294296623173,0.0011502103661019,0.0530768261969058,0.0,0.0374996123416081,0.0,0.0,0.0,0.4749975429616052,0.1625012405930961,0.1374995545593784,0.1250009365895741,0.0375005282330701,0.0250005847216678,0.0004815113097561,0.1279465096430926,0.0,0.0,0.0885817943782443,0.0,0.3860453580379702,0.0350165161885035,0.0182926670224924,0.030789006785604,0.3128466366343366,0.0026704295808989,0.0013603833133765,0.0,0.0,0.0467565539558966,6.63568883728886e-05,0.001443333284168,0.8805958425022105,0.0592081007809391,0.0044813121533026,0.0034176875408346,0.0001206510109699,0.0011160487979462,0.0,0.0,0.0069980207324517,4.524263919768731e-05,0.000512777235009,0.0319733567176626,0.9564286928736913,0.00168915052652,0.0011160594665515,0.0006657292443122,0.0099863911783328,0.0,0.0,0.1254018779122153,0.0,0.0076961845574111,0.0932434609372106,0.0201930976662802,0.6768093340317349,0.0660039244725025,0.0001125804091472,0.0336519796912216,0.0,0.0,0.1613439543379767,3.105045354200371e-05,0.003002929803481,0.0007763778268258,0.0005124021810955,0.0007648902839052,0.7998038350128049
15,0.8006032051992023,0.0,0.0,0.0,0.1236360060428975,0.0,0.0,0.0541286004905369,0.0008382595455187,0.0016766516849441,0.0191172770369003,1.79093626070884e-05,0.8203803155108708,0.0,0.0,0.0120682654561625,0.0001611618369498,0.0015457862418903,0.000340208039233,0.0007162145600269,0.0009515501212304,0.1638185888710288,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9408772053949898,0.0,0.0,0.0003488650433803,0.0,0.0,0.0,0.0587739295616298,0.0027853928985495,0.0020982820644275,0.0,0.0,0.887633525198051,2.1247592982146643e-06,0.0006788339946636,0.0142740022281611,0.0025494022008363,0.0011726083755102,0.0888058282805023,0.0,0.0500011002417468,0.0,0.0,0.0666695545712684,0.5333348813532326,0.0333324964228574,0.0500021328683027,0.0833323398039967,0.0,0.1833274947385952,0.0,0.2080014660408812,0.0,0.0,0.1028985402233596,0.0026124888121522,0.3491134563030628,0.0269978881623448,0.0108853243894825,0.0287334624775681,0.2707573735911484,0.0014824496779435,0.0009723465342432,0.0,0.0,0.0413201711310618,0.000286916464418,0.0010040822553978,0.903874558016035,0.0426085923991219,0.0032604700858895,0.0051904134358889,0.0001303889192219,0.0007533359059102,0.0,0.0,0.0077649488404047,0.0001158910260312,0.0012024059338346,0.0397657403051874,0.9468628559923984,0.0019557395719389,0.0014486935050723,0.0004604158176542,0.0158842806940997,0.0,0.0,0.0970410722887296,0.0,0.0079896944374335,0.1168793177158896,0.0356812133992077,0.6663546694634906,0.0597093361834949,0.000116082068871,0.0479963929486701,0.0,0.0,0.1197831892710871,8.805905487760132e-05,0.0031295242185358,0.000296213732779,0.0002962092944403,0.0010127468134099,0.827281582597329
16,0.8686800107999714,0.0,0.0,0.0,0.0937420098901592,0.0,0.0,0.0273215436677697,0.0018991987039376,0.0009494623565446,0.0074077745816173,3.3636342657383446e-05,0.8346620079960265,0.0,0.0,0.0125084309901406,0.0004205005502378,0.0052144719625018,0.0012782929211814,0.0008241094276664,0.0053990848459171,0.1396594649636708,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.346961246985868e-05,0.0,0.9369056449912928,0.0,0.0,0.0002155467772359,0.0,0.0,0.0,0.0628653386190015,0.001566086901668,0.0055797156005989,0.0,0.0,0.9266899003147262,1.337184005837612e-05,0.0006736857662203,0.0096925843264762,0.0020356786094454,0.0007866249172726,0.0529623517235337,0.0,0.0,0.0,0.0,0.0416659438548156,0.4687406401435057,0.0833305308428405,0.1979265331921691,0.052082746037475,0.0520908067461214,0.1041627991830724,0.0,0.2323092763308309,0.0,0.0,0.1216253863491457,0.0018195999280042,0.3835233283633972,0.0141026572112869,0.0304795633487311,0.0100090583130909,0.2061311301555128,0.0007441339331344,0.0010582560594064,0.0,0.0,0.0298250453598966,5.961628528624793e-05,0.0009241167358589,0.9284598463419186,0.0334912528328874,0.0030825379826071,0.002355194469004,0.0001294279628355,0.0008341006780774,0.0,0.0,0.0083867904841822,4.314130856241388e-05,0.0005033208729954,0.0383537325703357,0.9498943595328496,0.0012511007511962,0.0006040258389652,0.0007200398112006,0.0160831392460724,0.0,0.0,0.0645620945163592,0.0002400012037657,0.0047794906103545,0.0708055692880244,0.0180017628140188,0.7863997719113713,0.0384081305988327,0.0002885211170767,0.0344941748771093,0.0,0.0,0.1279778094344696,0.000117625838279,0.0028096216758788,0.0014981331947502,0.0004175900776299,0.0021281588635345,0.8302683649212717
17,0.8838846753687276,0.0,0.0,0.0,0.0695897113104525,0.0,0.0001846446092329,0.0173537526807579,0.0014769095057696,0.0012923680674116,0.0262179384576474,9.690480102111204e-05,0.8206824769449068,0.0,0.0,0.0157676553459951,0.0020995534503288,0.0030029521522946,0.0053387091073432,0.0027452372134591,0.015506306460381,0.1347602045242699,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9646613413230436,0.0,0.0,0.0006660682763563,0.0,0.0,0.0,0.0346725904006002,0.0005980666876416,0.0062850590718297,0.0,0.0,0.8968620551785436,4.431024686628042e-06,0.0006492504256398,0.011039192436521,0.0012075051347851,0.0016642679660381,0.0816901720743144,0.0,0.0168073512019431,0.0,0.0,0.109133616545567,0.3529799114260482,0.0,0.1092592120530325,0.0168078469657574,0.0336206428720472,0.3613914189356044,0.0,0.177324805579072,0.0,0.0,0.1118758001070251,0.0141241740692328,0.2643220167216693,0.0479420669902794,0.0333844613973192,0.0269660777419912,0.3240605973934106,0.0005834756573881,0.001408896575963,0.0,0.0,0.0236896736302555,0.0003130980298864,0.0005835108719919,0.9296374542659096,0.0321201850916772,0.0047238626399875,0.0069398432369404,4.31501803668993e-05,0.0007335140218364,0.0,0.0,0.0049044490943598,0.0001006818946487,0.0001725875955314,0.0377105425366163,0.953444171585764,0.0015388820524996,0.0013520210383764,0.0024811372775632,0.0114653839256412,0.0,0.0,0.0678774629868015,0.0002067832274005,0.0038237078725485,0.0638172648068895,0.0277047020096424,0.7171124615568909,0.1055110963366221,0.0001209580518201,0.0368319432601428,0.0,0.0,0.0856759845851138,0.000140471758342,0.0023055678901263,0.0011274912546799,0.0004369949192092,0.001468409309017,0.8718921789715484
18,0.8559515207840691,0.0,0.0,0.0,0.0991983793776799,0.0,0.0,0.0196079882850142,0.0003883233231112,0.0011649322355931,0.0236888559945322,3.138605568385399e-05,0.7465510642036305,0.0,0.0,0.0112848772172305,0.000219717474621,0.0053109934680846,0.0014124779003867,0.007124940766436,0.0130737047134759,0.2149908382004506,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956201906238355,0.0,0.0,0.0004092721109977,0.0,0.0,0.0,0.0433888216506473,0.0012063527652815,0.0036477447703058,0.0,0.0,0.9188156582291732,0.0,0.0006404506495878,0.0102444187446632,0.0014007117258591,0.0014170307293228,0.0626276323858063,0.0,0.0036625844422174,0.0,0.0,0.084251990319842,0.2454050568397962,0.0109875114912561,0.0769150513546814,0.0439528832981801,0.1501900607628238,0.3846348614912027,0.0,0.1673250263629276,0.0,0.0,0.0569687988359657,0.003318677221741,0.2848370663165926,0.0066371776486199,0.0154867581881154,0.0309737619352504,0.434452733490787,0.0015930046246816,0.0017954511319558,0.0,0.0,0.0553974780752022,0.0013635159776706,0.000831077530634,0.8880142521185597,0.0370707038811051,0.0053339338205566,0.008600582839634,0.000100577654552,0.0005655531126017,0.0,0.0,0.0039081258773144,0.0005028936575051,0.0002155371657974,0.0287543204187268,0.9636540847611804,0.0013937166366098,0.0009051907157121,0.0026364063669766,0.0184546880573678,0.0,0.0,0.1189800922205049,0.0004942950148546,0.0092279338454743,0.0768280151384624,0.0296581077551646,0.6145375696587765,0.1291828919424181,0.0001793536069587,0.0281189539405008,0.0,0.0,0.112393154477601,2.9282577639575768e-05,0.0021011195929704,0.000743029713644,0.0006535850175457,0.0011363325989082,0.8546451884742313
19,0.8202119050586689,0.0001955045586269,0.0,0.0,0.1215364627934441,0.0,0.0001955108432906,0.0445675621141613,0.0003909389070412,0.0013682656753121,0.0115338500494544,8.711050433215758e-05,0.7822409261453168,0.0,0.0,0.0191060752751598,0.0002261007588494,0.0089951875226231,0.0131631375192605,0.006306849110832,0.0170548128508077,0.1528198003128181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3353713249359513e-05,0.0,0.0,0.9507585189775578,0.0,0.0,0.0003204490413874,0.0,0.0,0.0,0.0489076782678053,0.0026744451954835,0.0017642306878437,0.0,0.0,0.9217437780601344,2.354922574670208e-06,0.0003414793753238,0.0218701076063882,0.0015118944196349,0.0017872745040078,0.0483044352286085,0.004273254726472,0.0042735867116188,0.0,0.0,0.0213696601167261,0.4401663968994479,0.1538483697869073,0.0940162054852151,0.2435880139617951,0.025643655470808,0.0128208568410094,0.0005357876406723,0.104496692986381,0.0,0.0,0.1189897338894352,0.0053577002344022,0.3654192843566854,0.0464929229721593,0.0225025397494512,0.0310748711250996,0.3051304670457133,0.0017871301983511,0.00187542263448,0.0,0.0,0.0383491412507285,0.0008761281747664,0.0009719362266361,0.923799814304232,0.025654496154785,0.0039790176184618,0.0027069134375585,7.015608904057008e-05,0.0005051498444604,0.0,0.0,0.0092187910318789,0.0002245057606435,0.0011506310583372,0.0328062800132285,0.9513940239303552,0.0031010070825934,0.0015294551894619,0.0019756590518551,0.0087374951783787,0.0,0.0,0.1299320110723309,0.0003292867117571,0.0048952290578879,0.0869502225888509,0.0467156319424662,0.6306056987830839,0.0898587656133888,0.0003505090816698,0.0337953820912909,0.0,0.0,0.1167548003655278,4.645649236764198e-05,0.0019717786130239,0.0004713916973351,0.0003254368185201,0.001083646667047,0.8452005981732174
20,0.8697639415017083,0.0012533045310881,0.0,0.0,0.0817145535793955,0.0,0.0,0.0300787796505614,0.000895180402012,0.0010741234163445,0.0152201169188899,0.0,0.8231028114261403,0.0,0.0,0.0168351587380906,7.204470514630004e-05,0.0120756710823525,0.0090594223706091,0.0007744794420693,0.0062540095766306,0.1318264026589611,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9431912485545694,0.0,0.0,0.0001182451215346,1.3140614187023453e-05,0.0,0.0,0.0566773657097089,0.0029995653248724,0.0011530219274281,0.0,0.0,0.9306549980938132,7.053634306399558e-06,0.0002656782839105,0.0092297427414593,0.0006912134760979,0.0007806791089392,0.0542180474091727,0.0,0.0135146779763902,0.0,0.0,0.0045049983389818,0.5496316140975287,0.0707449799894544,0.1892184968595369,0.1351534705629157,0.0282202925019424,0.0090114696732496,0.0,0.0579881607794676,0.0,0.0,0.1831015334803084,0.0037410609357619,0.4217380106614096,0.0380566098886692,0.0341371682303231,0.0227896981336061,0.2384477578904539,0.0079943483398267,0.0026107766741807,0.0,0.0,0.0399271502147732,0.0004081140788726,0.0014636267828707,0.909300921319156,0.0317396877259142,0.0035710071638606,0.0029843677005451,0.0005059227015613,0.0014334438614014,0.0,0.0,0.0145414299840873,0.0002529518730725,0.0006043012980827,0.0293157055307882,0.9457071862252472,0.001742630991699,0.0058964275340599,0.0017682071703387,0.0121690766773517,0.0,0.0,0.1510340740206656,0.0001549473237546,0.011239271409557,0.0540409943110045,0.0300615029013515,0.6572447091060628,0.0822872170799134,0.0002400742628309,0.0274371562508467,0.0,0.0,0.1016335641626425,2.585549802251811e-05,0.0026360496507338,0.0005799169381472,0.0001403487308933,0.0008888402763459,0.8664181942295368
21,0.9114668527274916,0.000145084416126,0.0,0.0,0.0573691737636576,0.0,0.0,0.0181353615573233,0.0030466700970948,0.0001450597016736,0.0096917977366327,1.8468293312847213e-05,0.8892822145773005,0.0,0.0,0.0166074199835982,0.0001108127148052,0.0098824356928349,0.0059019429736853,0.0008126382981099,0.0018826112908415,0.0755014561755115,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9656005992832434,0.0,0.0,0.0009833673781364,0.0,0.0,0.0,0.0334160333386202,0.0007325595661395,0.000516068713557,0.0,0.0,0.9545008909895388,1.408910391428621e-05,0.0010180443532406,0.0034216677767258,0.0017140293000539,0.0003522568042486,0.0377303933925812,0.0,0.0051035565578383,0.0,0.0,0.0153075231066198,0.5102075548811374,0.0561224716264023,0.3010141279853902,0.0714291868830363,0.0102050127057132,0.0306105662538622,0.0,0.0214483870909174,0.0,0.0,0.2374937331768328,0.0158034566509813,0.4866713387240362,0.0498554715497802,0.0289725427099196,0.0104887889429449,0.1492662811545873,0.0013112593655505,0.0012401797214087,0.0,0.0,0.0147365415615806,0.0003092655991635,0.0007975435740398,0.9507531823502228,0.026955323236694,0.0024864440279265,0.0014102605634132,0.0002551763510543,0.0009498702922392,0.0,0.0,0.0147015717119605,0.0006663152553732,0.0006237956454206,0.0265961651676926,0.9512734759062098,0.0017011856500659,0.0032324440199834,0.0008872648119253,0.0156320695134166,0.0,0.0,0.0706651042154651,0.0001774483368766,0.009367424271447,0.0468881266796088,0.0138415453673826,0.8022622209112876,0.04027879589259,0.0002619374144643,0.0227402039861837,0.0,0.0,0.1272683136846718,5.164712923889983e-05,0.0034363540684111,0.0009215807059188,0.0003762710675169,0.0009148983532647,0.8440287935903296
